stitch_id_flat,drug_name,atc_codes,indications_text,Abdominal discomfort,Abdominal distension,Abdominal pain,Abdominal pain lower,Abdominal pain upper,Abnormal behaviour,Abnormal dreams,Abnormal faeces,Abscess,Accommodation disorder,Acidosis,Acne,Acute coronary syndrome,Acute leukaemia,Acute respiratory distress syndrome,Affect lability,Ageusia,Aggression,Agitation,Agranulocytosis,Akathisia,Akinesia,Alanine aminotransferase increased,Albuminuria,Alcohol intolerance,Alopecia,Altered state of consciousness,Alveolitis allergic,Amblyopia,Amenorrhoea,Amnesia,Amylase increased,Anaemia,Anaemia megaloblastic,Anaphylactic shock,Anaphylactoid reaction,Anger,Angina pectoris,Angina unstable,Angioedema,Angiopathy,Angle closure glaucoma,Anorectal discomfort,Anorectal disorder,Antinuclear antibody positive,Anuria,Anxiety,Apathy,Aphasia,Aphthous stomatitis,Aplastic anaemia,Apnoea,Application site irritation,Application site pain,Application site reaction,Arrhythmia,Arrhythmia supraventricular,Arterial thrombosis,Arthralgia,Arthritis,Arthropathy,Ascites,Aspartate aminotransferase increased,Asthenia,Asthma,Ataxia,Atelectasis,Atrial fibrillation,Atrial flutter,Atrioventricular block,Atrioventricular block complete,Atrioventricular block first degree,Atrioventricular block second degree,Atrophy,Autoimmune disorder,Azoospermia,Azotaemia,Back pain,Bacterial infection,Balance disorder,Basal cell carcinoma,Benign intracranial hypertension,Biliary colic,Bladder pain,Bleeding time prolonged,Blepharitis,Blindness,Blister,Blood albumin decreased,Blood alkaline phosphatase increased,Blood bilirubin increased,Blood cholesterol increased,Blood creatine phosphokinase increased,Blood creatinine increased,Blood disorder,Blood glucose increased,Blood lactate dehydrogenase increased,Blood potassium decreased,Blood potassium increased,Blood pressure increased,Blood triglycerides increased,Blood urea increased,Blood uric acid increased,Body temperature decreased,Body temperature increased,Bone disorder,Bone pain,Bradycardia,Brain oedema,Breast cancer,Breast disorder,Breast enlargement,Breast feeding,Breast neoplasm,Breast pain,Breast tenderness,Breath odour,Breath sounds abnormal,Bronchitis,Bronchospasm,Bundle branch block,Burning sensation,Bursitis,Cachexia,Candida infection,Cardiac arrest,Cardiac disorder,Cardiac failure,Cardiac failure congestive,Cardiac fibrillation,Cardiac murmur,Cardio-respiratory arrest,Cardiomegaly,Cardiomyopathy,Cardiotoxicity,Cardiovascular disorder,Cataract,Cataract subcapsular,Catatonia,Cellulitis,Cerebral haemorrhage,Cerebral infarction,Cerebral ischaemia,Cerebrovascular accident,Cerebrovascular disorder,Cheilitis,Chest discomfort,Chest pain,Chills,Cholecystitis,Cholelithiasis,Cholestasis,Choreoathetosis,Chromaturia,Chronic obstructive pulmonary disease,Coagulopathy,Cognitive disorder,Cold sweat,Colitis,Colitis ischaemic,Colitis ulcerative,Coma,Completed suicide,Confusional state,Congenital anomaly,Conjunctival haemorrhage,Conjunctival hyperaemia,Conjunctival oedema,Conjunctivitis,Connective tissue disorder,Constipation,Contusion,Convulsion,Coordination abnormal,Corneal oedema,Corneal opacity,Coronary artery disease,Cough,Crystalluria,Cyanosis,Cyst,Cystitis,Cystitis noninfective,Deafness,Decreased appetite,Deep vein thrombosis,Dehydration,Delirium,Delusion,Dementia,Dental caries,Dependence,Depersonalisation,Depressed level of consciousness,Depressed mood,Depression,Dermatitis,Dermatitis acneiform,Dermatitis atopic,Dermatitis bullous,Dermatitis contact,Dermatitis exfoliative,Developmental delay,Diabetes mellitus,Diarrhoea,Diarrhoea haemorrhagic,Diplopia,Discomfort,Disorientation,Disseminated intravascular coagulation,Disturbance in attention,Disturbance in sexual arousal,Diverticulitis,Dizziness,Dizziness postural,Drug abuse,Drug dependence,Drug eruption,Drug hypersensitivity,Drug interaction,Drug withdrawal syndrome,Dry eye,Dry mouth,Dry skin,Dry throat,Duodenal ulcer,Duodenitis,Dysaesthesia,Dysarthria,Dysgeusia,Dyskinesia,Dysmenorrhoea,Dyspepsia,Dysphagia,Dysphonia,Dysphoria,Dyspnoea,Dyspnoea exertional,Dysuria,Ear disorder,Ear infection,Ear pain,Ecchymosis,Eczema,Ejaculation disorder,Electrocardiogram QT prolonged,Electrocardiogram abnormal,Electrocardiogram change,Electrolyte imbalance,Embolism,Embolism venous,Emotional distress,Encephalopathy,Endocrine disorder,Endophthalmitis,Enteritis,Enterocolitis,Enuresis,Eosinophilia,Epididymitis,Epigastric discomfort,Epilepsy,Epistaxis,Erectile dysfunction,Eructation,Erythema,Erythema multiforme,Erythema nodosum,Euphoric mood,Excoriation,Extrapyramidal disorder,Extrasystoles,Extravasation,Eye disorder,Eye haemorrhage,Eye infection,Eye irritation,Eye pain,Eye pruritus,Eye swelling,Eyelid oedema,Face oedema,Faecal incontinence,Fatigue,Febrile neutropenia,Feeling abnormal,Feeling cold,Feeling hot,Feeling jittery,Fibrosis,Flank pain,Flat affect,Flatulence,Fluid overload,Fluid retention,Flushing,Foetor hepaticus,Folliculitis,Fracture,Fungal infection,Fungal skin infection,Furuncle,Gait disturbance,Galactorrhoea,Gamma-glutamyltransferase increased,Gangrene,Gastric ulcer,Gastritis,Gastroenteritis,Gastrointestinal disorder,Gastrointestinal haemorrhage,Gastrointestinal pain,Gastrointestinal perforation,Gastrointestinal tract irritation,Gastrooesophageal reflux disease,Generalised oedema,Gingival bleeding,Gingival hyperplasia,Gingival pain,Gingivitis,Glaucoma,Glossitis,Glossodynia,Glucose tolerance impaired,Glycosuria,Goitre,Gout,Grand mal convulsion,Gravitational oedema,Gynaecomastia,Haematemesis,Haematochezia,Haematocrit decreased,Haematoma,Haematuria,Haemoglobin,Haemoglobin decreased,Haemolytic anaemia,Haemoptysis,Haemorrhage,Haemorrhage intracranial,Haemorrhoids,Hallucination,"Hallucination, visual",Headache,Hearing impaired,Heart rate irregular,Hemiplegia,Henoch-Schonlein purpura,Hepatic enzyme increased,Hepatic failure,Hepatic function abnormal,Hepatic necrosis,Hepatic steatosis,Hepatitis,Hepatitis cholestatic,Hepatobiliary disease,Hepatocellular injury,Hepatomegaly,Hepatotoxicity,Hernia,Herpes simplex,Herpes virus infection,Herpes zoster,Hiccups,Hirsutism,Hostility,Hot flush,Hyperacusis,Hyperaemia,Hyperaesthesia,Hyperbilirubinaemia,Hypercalcaemia,Hypercholesterolaemia,Hyperglycaemia,Hyperhidrosis,Hyperkalaemia,Hyperkeratosis,Hyperkinesia,Hyperlactacidaemia,Hyperlipidaemia,Hypernatraemia,Hyperphosphataemia,Hyperprolactinaemia,Hyperpyrexia,Hyperreflexia,Hypersensitivity,Hypersomnia,Hypertension,Hypertensive crisis,Hyperthyroidism,Hypertonia,Hypertrichosis,Hypertriglyceridaemia,Hyperuricaemia,Hyperventilation,Hypoaesthesia,Hypoaesthesia oral,Hypocalcaemia,Hypochromic anaemia,Hypoglycaemia,Hypokalaemia,Hypokinesia,Hypomagnesaemia,Hypomania,Hyponatraemia,Hypophosphataemia,Hypoproteinaemia,Hyporeflexia,Hypotension,Hypothermia,Hypothyroidism,Hypotonia,Hypoventilation,Hypovolaemia,Hypoxia,Ileus,Ileus paralytic,Ill-defined disorder,Immune system disorder,Impaired healing,Inappropriate antidiuretic hormone secretion,Incontinence,Increased appetite,Increased bronchial secretion,Induration,Infarction,Infection,Infestation,Inflammation,Influenza,Influenza like illness,Injection site erythema,Injection site haemorrhage,Injection site inflammation,Injection site pain,Injection site reaction,Injection site swelling,Injury,Insomnia,Instillation site pain,Intermittent claudication,Interstitial lung disease,Intestinal obstruction,Intestinal perforation,Intracranial pressure increased,Intraocular pressure increased,Iritis,Irritability,Ischaemia,Jaundice,Jaundice cholestatic,Joint stiffness,Joint swelling,Keratitis,Laboratory test abnormal,Laceration,Lacrimal disorder,Lacrimal structural disorder,Lacrimation increased,Lactic acidosis,Laryngeal oedema,Laryngeal pain,Laryngitis,Laryngospasm,Lethargy,Leukaemia,Leukocytoclastic vasculitis,Leukocytosis,Leukoderma,Leukopenia,Libido decreased,Libido increased,Lipase increased,Lipodystrophy acquired,Lipohypertrophy,Liver disorder,Liver function test abnormal,Liver injury,Local reaction,Local swelling,Loss of consciousness,Loss of libido,Lower respiratory tract infection,Lung disorder,Lung infiltration,Lymphadenopathy,Lymphocytosis,Lymphoma,Lymphopenia,Major depression,Malaise,Malignant melanoma,Malnutrition,Mania,Mediastinal disorder,Melaena,Memory impairment,Meningitis,Meningitis aseptic,Menopausal symptoms,Menorrhagia,Menstrual disorder,Menstruation irregular,Mental disability,Mental disorder,Metabolic acidosis,Methaemoglobinaemia,Metrorrhagia,Micturition disorder,Micturition urgency,Migraine,Miliaria,Miosis,Mood swings,Mouth ulceration,Movement disorder,Mucosal inflammation,Multi-organ failure,Multiple fractures,Muscle atrophy,Muscle contractions involuntary,Muscle relaxant therapy,Muscle rigidity,Muscle spasms,Muscle twitching,Muscular weakness,Musculoskeletal chest pain,Musculoskeletal discomfort,Musculoskeletal disorder,Musculoskeletal pain,Musculoskeletal stiffness,Myalgia,Mydriasis,Myocardial infarction,Myocardial ischaemia,Myocarditis,Myoclonus,Myopathy,Myositis,Nail disorder,Nasal congestion,Nasal discomfort,Nasal dryness,Nasopharyngitis,Nausea,Neck pain,Necrosis,Neoplasm,Neoplasm malignant,Nephritis,Nephrolithiasis,Nephropathy,Nephropathy toxic,Nephrotic syndrome,Nervous system disorder,Nervousness,Neuralgia,Neuritis,Neuroleptic malignant syndrome,Neurological symptom,Neuropathy peripheral,Neurosis,Neurotoxicity,Neutropenia,Night sweats,Nightmare,Nocturia,Nodule,Non-Hodgkin's lymphoma,Nuchal rigidity,Nystagmus,Obstructive airways disorder,Ocular hyperaemia,Oculogyric crisis,Oedema,Oedema peripheral,Oesophageal ulcer,Oesophagitis,Oliguria,Opportunistic infection,Optic neuritis,Oral candidiasis,Oral disorder,Oral pain,Oropharyngeal discomfort,Oropharyngeal pain,Orthostatic hypotension,Osteoarthritis,Osteomyelitis,Osteonecrosis,Osteoporosis,Otitis externa,Otitis media,Ovarian cyst,Pain,Pain in extremity,Pain in jaw,Pain of skin,Pallor,Palpitations,Pancreatitis,Pancreatitis acute,Pancytopenia,Panic attack,Papilloedema,Paraesthesia,Paraesthesia oral,Paralysis,Paranoia,Paresis,Parkinsonism,Parosmia,Pelvic pain,Peptic ulcer,Pericardial effusion,Pericarditis,Periorbital oedema,Peripheral coldness,Peripheral ischaemia,Peripheral sensory neuropathy,Peripheral vascular disorder,Peritonitis,Personality disorder,Petechiae,Pharyngitis,Phlebitis,Photophobia,Photopsia,Photosensitivity reaction,Pigmentation disorder,Platelet count decreased,Pleural effusion,Pneumonia,Pneumothorax,Pollakiuria,Polydipsia,Polyneuropathy,Polyp,Polyuria,Pregnancy,Presyncope,Priapism,Procedural pain,Proctalgia,Prostatic disorder,Protein urine present,Proteinuria,Prothrombin level increased,Prurigo,Pruritus,Pruritus generalised,Pruritus genital,Pseudomembranous colitis,Psoriasis,Psychotic disorder,Pulmonary congestion,Pulmonary embolism,Pulmonary fibrosis,Pulmonary function test decreased,Pulmonary haemorrhage,Pulmonary hypertension,Pulmonary oedema,Punctate keratitis,Purpura,Pyelonephritis,Pyuria,Rales,Rash,Rash erythematous,Rash generalised,Rash macular,Rash maculo-papular,Rash papular,Rash pustular,Rectal haemorrhage,Rectal tenesmus,Red blood cell sedimentation rate increased,Regurgitation,Renal failure,Renal failure acute,Renal failure chronic,Renal impairment,Renal pain,Renal tubular necrosis,Respiratory arrest,Respiratory depression,Respiratory distress,Respiratory failure,Respiratory tract congestion,Respiratory tract infection,Restless legs syndrome,Retching,Retinal detachment,Retinal disorder,Retinal haemorrhage,Rhabdomyolysis,Rheumatoid arthritis,Rhinitis,Rhinitis allergic,Rhinorrhoea,Salivary gland enlargement,Salivary hypersecretion,Scab,Sciatica,Scotoma,Seborrhoeic dermatitis,Sensation of foreign body,Sensitisation,Sensory disturbance,Sensory loss,Sepsis,Septic shock,Serotonin syndrome,Serum sickness,Sexual dysfunction,Shock,Sinus bradycardia,Sinus congestion,Sinus headache,Sinus tachycardia,Sinusitis,Skin atrophy,Skin cancer,Skin discolouration,Skin disorder,Skin exfoliation,Skin hyperpigmentation,Skin hypertrophy,Skin infection,Skin irritation,Skin lesion,Skin mass,Skin necrosis,Skin odour abnormal,Skin papilloma,Skin striae,Skin ulcer,Sleep disorder,Sneezing,Somnolence,Speech disorder,Splenomegaly,Sputum increased,Stevens-Johnson syndrome,Stomatitis,Stridor,Stupor,Sudden death,Suicidal ideation,Suicide attempt,Sunburn,Superinfection,Supraventricular extrasystoles,Supraventricular tachycardia,Swelling,Swelling face,Swollen tongue,Syncope,Systemic lupus erythematosus,Tachycardia,Tachypnoea,Tardive dyskinesia,Tenderness,Tendon disorder,Tendon rupture,Tendonitis,Tenosynovitis,Tension,Tetany,Thinking abnormal,Thirst,Throat irritation,Throat tightness,Thrombocytopenia,Thrombocytopenic purpura,Thrombocytosis,Thrombophlebitis,Thrombosis,Thrombotic thrombocytopenic purpura,Tinnitus,Tongue discolouration,Tongue disorder,Tongue oedema,Tonsillitis,Tooth abscess,Tooth disorder,Toothache,Torsade de pointes,Torticollis,Toxic epidermal necrolysis,Toxicity to various agents,Transaminases increased,Transient ischaemic attack,Traumatic liver injury,Tremor,Trismus,Tubulointerstitial nephritis,Tumour lysis syndrome,Ulcer,Ulcerative keratitis,Upper respiratory tract infection,Urethral disorder,Urinary hesitation,Urinary incontinence,Urinary retention,Urinary tract disorder,Urinary tract infection,Urine abnormality,Urine analysis abnormal,Urine output increased,Urticaria,Uterine haemorrhage,Uveitis,VIIth nerve paralysis,Vaginal discharge,Vaginal haemorrhage,Vaginal infection,Vaginal inflammation,Varicose vein,Vascular purpura,Vasculitis,Vasodilation procedure,Vasospasm,Venous thrombosis,Ventricular arrhythmia,Ventricular extrasystoles,Ventricular fibrillation,Ventricular tachycardia,Vertigo,Viral diarrhoea,Viral infection,Vision blurred,Visual acuity reduced,Visual impairment,Vomiting,Vulvovaginal candidiasis,Vulvovaginal mycotic infection,Weight decreased,Weight increased,Wheezing,White blood cell count decreased,Withdrawal syndrome,Xerophthalmia,Yawning
CID100004870,polythiazide,C03AA05,oedema cardiac failure congestive hypertension renal failure chronic hepatic cirrhosis nephrotic syndrome glomerulonephritis acute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CID100441382,natamycin,A01AB10|A07AA03|D01AA02|G01AA02|S01AA10,blepharitis conjunctivitis keratitis keratitis fungal mycotic endophthalmitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CID100003958,lorazepam,N05BA06,anxiety anxiety disorder somnolence status epilepticus depressive symptom tension insomnia anxiety disorder,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
